1825,1.572,Kazakhstan
1826,1.343,Kazakhstan
1827,1.208,Kazakhstan
1828,1.813,Kazakhstan
1829,0.772,Kazakhstan
1830,0.687,Kazakhstan
1831,1.499,Kazakhstan
1832,0.014,Kazakhstan
1833,0.217,Kazakhstan
1834,0.656,Kazakhstan
1835,1.128,Kazakhstan
1836,0.309,Kazakhstan
1837,0.712,Kazakhstan
1838,0.316,Kazakhstan
1839,-0.391,Kazakhstan
1840,-0.977,Kazakhstan
1841,0.289,Kazakhstan
1842,-0.532,Kazakhstan
1843,1.558,Kazakhstan
1844,2.164,Kazakhstan
1845,0.702,Kazakhstan
1846,0.797,Kazakhstan
1847,1.279,Kazakhstan
1848,0.931,Kazakhstan
1849,0.103,Kazakhstan
1850,0.932,Kazakhstan
1851,0.325,Kazakhstan
1852,0.336,Kazakhstan
1853,0.88,Kazakhstan
1854,-0.318,Kazakhstan
1855,1.524,Kazakhstan
1856,1.68,Kazakhstan
1857,1.491,Kazakhstan
1858,0.226,Kazakhstan
1859,1.528,Kazakhstan
1860,2.349,Kazakhstan
1861,-0.86,Kazakhstan
1862,0.743,Kazakhstan
1863,-0.338,Kazakhstan
1864,2.013,Kazakhstan
1865,0.366,Kazakhstan
1866,0.746,Kazakhstan
1867,1.316,Kazakhstan
1868,2.805,Kazakhstan
1869,0.928,Kazakhstan
1870,0.678,Kazakhstan
1871,0.734,Kazakhstan
1872,1.286,Kazakhstan
1873,-0.268,Kazakhstan
1874,1.533,Kazakhstan
1875,2.348,Kazakhstan
1876,1.079,Kazakhstan
1877,0.581,Kazakhstan
1878,0.921,Kazakhstan
1879,1.548,Kazakhstan
1880,1.599,Kazakhstan
1881,1.672,Kazakhstan
1882,1.296,Kazakhstan
1883,0.547,Kazakhstan
1884,0.203,Kazakhstan
1885,0.737,Kazakhstan
1886,0.85,Kazakhstan
1887,0.164,Kazakhstan
1888,1.674,Kazakhstan
1889,2.354,Kazakhstan
1890,-0.138,Kazakhstan
1891,0.202,Kazakhstan
1892,0.237,Kazakhstan
1893,0.033,Kazakhstan
1894,1.82,Kazakhstan
1895,0.585,Kazakhstan
1896,1.062,Kazakhstan
1897,1.026,Kazakhstan
1898,-0.065,Kazakhstan
1899,0.117,Kazakhstan
1900,1.751,Kazakhstan
1901,0.963,Kazakhstan
1902,1.383,Kazakhstan
1903,1.636,Kazakhstan
1904,-0.098,Kazakhstan
1905,1.63,Kazakhstan
1906,0.26,Kazakhstan
1907,0.855,Kazakhstan
1908,0.782,Kazakhstan
1909,0.749,Kazakhstan
1910,0.886,Kazakhstan
1911,0.022,Kazakhstan
1912,1.462,Kazakhstan
1913,0.094,Kazakhstan
1914,1.574,Kazakhstan
1915,2.102,Kazakhstan
1916,1.917,Kazakhstan
1917,0.873,Kazakhstan
1918,0.998,Kazakhstan
1919,0.78,Kazakhstan
1920,0.681,Kazakhstan
1921,0.988,Kazakhstan
1922,1.603,Kazakhstan
1923,2.061,Kazakhstan
1924,2.343,Kazakhstan
